Country;Year;Region ;PolTerrorUSDept;RangoUSDept;  OilRentsDep  ; OilPrice ;  GDPpc2010  ;  RangoGDPpc2010  ;Destination;  ExpDepDest  ;  RegDestination  ;RegimenPetroState;Reserves;  Milex  ;ForeignInvest;PolAffinity;civtot;PredEthnic;WOP;CPI 
South Sudan;2011;Africa;5;High;48.37;104.01;1435.33;  Low  ;;;;;; 5.91 ;;CH-RSS;1;0.35;IOC/ENOC;
South Sudan;2012;Africa;4;High;6.34;105.01;747.47;  Low  ;CHINA;0.78;  Autocracy  ;;; 9.53 ;161000000;CHINA;1;0.35;IOC/ENOC;1.3
South Sudan;2013;Africa;5;High;24.25;104.08;818.44;  Low  ;CHINA;1.00;  Autocracy  ;;; 7.41 ;-793000000;RUSSIA;1;0.35;IOC/ENOC;1.4
South Sudan;2014;Africa;5;High;25.89;96.24;820.11;  Low  ;CHINA;0.99;  Autocracy  ;;; 9.80 ;1035826;CHINA;1;0.35;IOC/ENOC;1.5
Sudan;2001;Africa;5;High;8.39;24.35;1038.58;  Low  ;CHINA; 0.68 ;  Autocracy  ;Autocracy;0.2621; 2.94 ;574000000;CHINA;1;0.70;IOC/ENOC;
Sudan;2002;Africa;5;High;8.43;24.93;1074.64;  Low  ;CHINA; 0.63 ;  Autocracy  ;Autocracy;0.563; 3.27 ;713180000;CHINA;1;0.70;IOC/ENOC;2.2
Sudan;2003;Africa;5;High;8.56;28.90;1125.76;  Low  ;CHINA; 0.70 ;  Autocracy  ;Autocracy;0.563; 2.26 ;1349190000;CHINA;1;0.70;IOC/ENOC;2.3
Sudan;2004;Africa;5;High;12.35;37.73;1137.56;  Low  ;CHINA; 0.53 ;  Autocracy  ;Autocracy;0.563; 5.78 ;1511070000;CHINA;1;0.70;IOC/ENOC;2.2
Sudan;2005;Africa;5;High;15.42;53.39;1189.96;  Low  ;CHINA; 0.57 ;  Autocracy  ;Closed Anocracy;0.563; 4.39 ;1561689997;CHINA;1;0.70;IOC/ENOC;2.1
Sudan;2006;Africa;5;High;15.30;64.29;1275.26;  Low  ;JAPAN; 0.57 ;  Democracy  ;Closed Anocracy;0.563; 4.60 ;1841833814;CHINA;1;0.70;IOC/ENOC;2.0
Sudan;2007;Africa;5;High;18.77;71.12;1385.41;  Low  ;CHINA; 0.54 ;  Autocracy  ;Closed Anocracy;5.0; 5.29 ;1504379838;CHINA;1;0.70;IOC/ENOC;1.8
Sudan;2008;Africa;5;High;21.55;96.99;1455.32;  Low  ;CHINA; 0.60 ;  Autocracy  ;Closed Anocracy;5.0; 5.92 ;1653120315;CHINA;1;0.70;IOC/ENOC;1.6
Sudan;2009;Africa;5;High;10.31;61.76;1464.25;  Low  ;CHINA; 0.70 ;  Autocracy  ;Closed Anocracy;5.0; 5.98 ;1726298403;CHINA;1;0.70;IOC/ENOC;1.5
Sudan;2010;Africa;5;High;12.76;79.04;1476.48;  Low  ;JAPAN; 0.53 ;  Democracy  ;Closed Anocracy;5.0;;2063730998;CHINA;1;0.70;IOC/ENOC;1.6
Sudan;2011;Africa;5;High;19.09;104.01;1592.96;  Low  ;CHINA; 0.73 ;  Autocracy  ;Closed Anocracy;5.0;;1734376994;CHINA;;0.70;IOC/ENOC;1.6
Sudan;2012;Africa;5;High;5.11;105.01;1797.11;  Low  ;CHINA; 0.71 ;  Autocracy  ;Closed Anocracy;5.0;;2311460740;CHINA;;0.70;IOC/ENOC;1.3
Sudan;2013;Africa;5;High;4.11;104.08;1832.31;  Low  ;CHINA; 0.71 ;  Autocracy  ;Closed Anocracy;5.0;;1687884179;CHINA;;0.70;IOC/ENOC;1.1
Sudan;2014;Africa;5;High;3.01;96.24;1837.14;  Low  ;CHINA; 0.66 ;  Autocracy  ;Closed Anocracy;5.0;;1251280889;CHINA;;0.70;IOC/ENOC;1.1
Syrian Arab Republic;2001;E. Arabes;3;Medium;18.82;24.35;;;UE;0.86;  Democracy  ;Autocracy;2.5; 5.26 ;110000000;CHINA;0;0.90;IOC/ENOC;
Syrian Arab Republic;2002;E. Arabes;3;Medium;20.43;24.93;;;UE;0.86;  Democracy  ;Autocracy;2.5; 5.21 ;115000000;CHINA;0;0.90;IOC/ENOC;3.4
Syrian Arab Republic;2003;E. Arabes;3;Medium;23.23;28.90;;;UE;0.85;  Democracy  ;Autocracy;2.5; 6.25 ;160000000;CHINA;0;0.90;IOC/ENOC;3.4
Syrian Arab Republic;2004;E. Arabes;3;Medium;20.03;37.73;;;UE;0.86;  Democracy  ;Autocracy;2.5; 5.54 ;275000000;CHINA;0;0.90;IOC/ENOC;3.4
Syrian Arab Republic;2005;E. Arabes;3;Medium;24.36;53.39;;;UE;0.96;  Democracy  ;Autocracy;2.5; 5.03 ;500000000;CHINA;0;0.90;IOC/ENOC;3.4
Syrian Arab Republic;2006;E. Arabes;3;Medium;23.66;64.29;;;UE;0.96;  Democracy  ;Autocracy;2.5; 4.39 ;659000000;CHINA;0;0.90;IOC/ENOC;2.9
Syrian Arab Republic;2007;E. Arabes;3;Medium;20.07;71.12;;;UE;0.94;  Democracy  ;Autocracy;2.5; 4.10 ;1241959115;CHINA;0;0.90;IOC/ENOC;2.4
Syrian Arab Republic;2008;E. Arabes;4;High;;96.99;;;UE;0.91;  Democracy  ;Autocracy;2.5;;1465623386;CHINA;0;0.90;;2.1
Syrian Arab Republic;2009;E. Arabes;4;High;;61.76;;;UE;0.92;  Democracy  ;Autocracy;2.5;;2569548272;CHINA;0;0.90;;2.6
Syrian Arab Republic;2010;E. Arabes;4;High;;79.04;;;UE;0.92;  Democracy  ;Autocracy;2.5;;1469196863;CHINA;0;0.90;;2.5
Syrian Arab Republic;2011;E. Arabes;5;High;;104.01;;;UE;0.95;  Democracy  ;Autocracy;2.5;;;CHINA;1;0.90;;2.6
Syrian Arab Republic;2012;E. Arabes;5;High;;105.01;;;INDIA;1.00;  Democracy  ;Autocracy;2.5;;;CHINA;1;0.90;;2.6
Syrian Arab Republic;2013;E. Arabes;5;High;;104.08;;;;;;Autocracy;2.5;;;CHINA;1;0.90;;1.7
Syrian Arab Republic;2014;E. Arabes;5;High;;96.24;;;INDIA;1.00;  Democracy  ;Autocracy;2.5;;;CHINA;1;0.90;;2.0
Turkmenistan;2001;Europa y Asia Central ;3;Medium;17.70;24.35;2458.51;  Low  ;UE;0.99;  Democracy  ;Autocracy;0.546;;170000000;CH-RSS;0;0.72;NOC/IOC;
Turkmenistan;2002;Europa y Asia Central ;3;Medium;15.84;24.93;2440.28;  Low  ;UE;0.99;  Democracy  ;Autocracy;0.546;;276000000;RUSSIA;0;0.72;NOC/IOC;2.0
Turkmenistan;2003;Europa y Asia Central ;3;Medium;16.25;28.90;2495.29;  Low  ;UE;1.00;  Democracy  ;Autocracy;0.546;;226000000;CHINA;0;0.72;NOC/IOC;2.0
Turkmenistan;2004;Europa y Asia Central ;3;Medium;20.93;37.73;2593.52;  Low  ;UE;0.99;  Democracy  ;Autocracy;0.546;;353700000;CHINA;0;0.72;NOC/IOC;2.0
Turkmenistan;2005;Europa y Asia Central ;3;Medium;24.30;53.39;2900.12;  Low  ;UE;1.00;  Democracy  ;Autocracy;0.546;;418200000;CHINA;0;0.72;NOC/IOC;1.8
Turkmenistan;2006;Europa y Asia Central ;3;Medium;21.02;64.29;3181.07;  Low  ;UE;1.00;  Democracy  ;Autocracy;0.546;;730900000;CHINA;0;0.72;NOC/IOC;2.2
Turkmenistan;2007;Europa y Asia Central ;3;Medium;17.73;71.12;3489.33;  Low  ;UE;1.00;  Democracy  ;Autocracy;0.6;;856000000;CHINA;0;0.72;NOC/IOC;2.0
Turkmenistan;2008;Europa y Asia Central ;3;Medium;16.74;96.99;3949.05;  Low  ;UE;1.00;  Democracy  ;Autocracy;0.6;;1277000000;CHINA;0;0.72;NOC/IOC;1.8
Turkmenistan;2009;Europa y Asia Central ;3;Medium;8.44;61.76;4129.54;  Medium  ;UE;1.00;  Democracy  ;Autocracy;0.6;;4553000000;CHINA;0;0.72;NOC/IOC;1.8
Turkmenistan;2010;Europa y Asia Central ;4;High;10.54;79.04;4439.20;  Medium  ;UE;1.00;  Democracy  ;Autocracy;0.6;;3632300000;CHINA;0;0.72;NOC/IOC;1.6
Turkmenistan;2011;Europa y Asia Central ;3;Medium;13.78;104.01;5006.30;  Medium  ;UE;1.00;  Democracy  ;Autocracy;0.6;;3391067000;CHINA;0;0.72;NOC/IOC;1.6
Turkmenistan;2012;Europa y Asia Central ;3;Medium;11.34;105.01;5462.98;  Medium  ;UE;1.00;  Democracy  ;Autocracy;0.6;;3129621000;CHINA;0;0.72;NOC/IOC;1.7
Turkmenistan;2013;Europa y Asia Central ;3;Medium;9.35;104.08;5909.77;  Medium  ;UE;1.00;  Democracy  ;Autocracy;0.6;;3732196000;CHINA;0;0.72;NOC/IOC;1.7
Turkmenistan;2014;Europa y Asia Central ;3;Medium;7.24;96.24;6399.27;  Medium  ;UE;1.00;  Democracy  ;Autocracy;0.6;;4170086000;CHINA;0;0.72;NOC/IOC;1.7
United Arab Emirates;2001;E. Arabes;2;Low;13.33;24.35;60434.67;  High  ;JAPAN;0.56;  Democracy  ;Autocracy;97.8; 5.61 ;1183840000;CHINA;0;0.11;NOC;
United Arab Emirates;2002;E. Arabes;2;Low;12.19;24.93;58707.01;  High  ;JAPAN;0.54;  Democracy  ;Autocracy;97.8; 4.88 ;95300000;CHINA;0;0.11;NOC;6.1
United Arab Emirates;2003;E. Arabes;2;Low;15.12;28.90;59867.29;  High  ;JAPAN;0.54;  Democracy  ;Autocracy;97.8; 4.69 ;4255956433;CHINA;0;0.11;NOC;5.2
United Arab Emirates;2004;E. Arabes;2;Low;17.98;37.73;60042.60;  High  ;JAPAN;0.53;  Democracy  ;Autocracy;97.8; 4.61 ;10003500000;CHINA;0;0.11;NOC;6.1
United Arab Emirates;2005;E. Arabes;2;Low;21.10;53.39;56199.03;  High  ;JAPAN;0.42;  Democracy  ;Autocracy;97.8; 3.66 ;10899931926;CHINA;0;0.11;NOC;6.2
United Arab Emirates;2006;E. Arabes;2;Low;23.27;64.29;53926.60;  High  ;JAPAN;0.47;  Democracy  ;Autocracy;97.8; 3.23 ;12805990470;CHINA;0;0.11;NOC;6.2
United Arab Emirates;2007;E. Arabes;2;Low;21.16;71.12;48260.01;  High  ;JAPAN;0.47;  Democracy  ;Autocracy;97.8; 3.28 ;14186521443;CHINA;0;0.11;NOC;5.7
United Arab Emirates;2008;E. Arabes;2;Low;24.18;96.99;43658.94;  High  ;JAPAN;0.42;  Democracy  ;Autocracy;97.8; 3.67 ;5062972005;CHINA;0;0.11;NOC;5.9
United Arab Emirates;2009;E. Arabes;1;Low;15.76;61.76;37203.40;  High  ;JAPAN;0.38;  Democracy  ;Autocracy;97.8; 5.46 ;1134288135;CHINA;0;0.11;NOC;6.5
United Arab Emirates;2010;E. Arabes;2;Low;20.18;79.04;35049.15;  High  ;JAPAN;0.37;  Democracy  ;Autocracy;97.8; 6.04 ;8796769641;CHINA;0;0.11;NOC;6.3
United Arab Emirates;2011;E. Arabes;2;Low;24.83;104.01;35550.83;  High  ;JAPAN;0.37;  Democracy  ;Autocracy;97.8; 5.47 ;7152095826;CHINA;0;0.11;NOC;6.8
United Arab Emirates;2012;E. Arabes;2;Low;24.84;105.01;36408.50;  High  ;JAPAN;0.34;  Democracy  ;Autocracy;97.8; 5.08 ;8828372518;CHINA;0;0.11;NOC;6.8
United Arab Emirates;2013;E. Arabes;3;Medium;24.04;104.08;38064.00;  High  ;JAPAN;0.32;  Democracy  ;Autocracy;97.8; 6.03 ;9490990320;CHINA;0;0.11;NOC;6.9
United Arab Emirates;2014;E. Arabes;3;Medium;21.37;96.24;39034.38;  High  ;JAPAN;0.32;  Democracy  ;Autocracy;97.8; 5.64 ;10823379306;CHINA;0;0.11;NOC;7.0
Venezuela, RB;2001;Americas;3;Medium;11.53;24.35;11975.33;  High  ;USA;0.74;  Democracy  ;Democracy;76862.0; 1.56 ;3704000000;CHINA;0;;NOC;2.8
Venezuela, RB;2002;Americas;4;High;14.24;24.93;10717.14;  High  ;USA;0.82;  Democracy  ;Democracy;77685.0; 1.15 ;761000000;CHINA;0;;NOC;2.5
Venezuela, RB;2003;Americas;3;Medium;18.05;28.90;9710.27;  Medium  ;USA;0.86;  Democracy  ;Democracy;77.8; 1.18 ;1573000000;CHINA;0;;NOC;2.4
Venezuela, RB;2004;Americas;3;Medium;20.43;37.73;11285.82;  High  ;USA;0.67;  Democracy  ;Democracy;77.8; 1.29 ;1489000000;CHINA;0;;NOC;2.3
Venezuela, RB;2005;Americas;3;Medium;23.81;53.39;12237.88;  High  ;USA;0.58;  Democracy  ;Democracy;77226.0; 1.41 ;2450000000;CHINA;0;;NOC;2.3
Venezuela, RB;2006;Americas;4;High;21.39;64.29;13221.42;  High  ;USA;0.51;  Democracy  ;Open Anocracy;79729.0; 1.63 ;198000000;CHINA;0;;NOC;2.3
Venezuela, RB;2007;Americas;4;High;16.97;71.12;14143.66;  High  ;USA;0.79;  Democracy  ;Open Anocracy;80012.0; 1.29 ;4358000000;CHINA;0;;NOC;2.0
Venezuela, RB;2008;Americas;4;High;17.27;96.99;14652.18;  High  ;USA;0.44;  Democracy  ;Open Anocracy;87035.0; 1.37 ;2083000000;CHINA;0;;NOC;1.9
Venezuela, RB;2009;Americas;4;High;6.98;61.76;13961.89;  High  ;USA;0.34;  Democracy  ;Closed Anocracy;99377.0; 1.22 ;-1137000000;CHINA;0;;NOC;1.9
Venezuela, RB;2010;Americas;3;Medium;9.40;79.04;13545.21;  High  ;USA;0.38;  Democracy  ;Closed Anocracy;99377.0; 0.85 ;1583000000;CHINA;0;;NOC;2.0
Venezuela, RB;2011;Americas;3;Medium;18.57;104.01;13902.45;  High  ;USA;0.30;  Democracy  ;Closed Anocracy;211.17; 0.75 ;5855000000;CHINA;0;;NOC;1.9
Venezuela, RB;2012;Americas;4;High;14.73;105.01;14473.47;  High  ;USA;0.24;  Democracy  ;Closed Anocracy;211.17; 1.30 ;4986000000;CHINA;0;;NOC;1.9
Venezuela, RB;2013;Americas;3;Medium;14.21;104.08;14462.36;  High  ;OTHER ASIA;0.22;;Open Anocracy;297.57; 1.43 ;2145000000;CHINA;0;;NOC;2.0
Venezuela, RB;2014;Americas;4;High;;96.24;13708.98;  High  ;USA;0.50;  Democracy  ;Open Anocracy;297.74; 1.16 ;1135000000;CHINA;0;;NOC;1.9
Yemen, Rep.;2001;E. Arabes;3;Medium;30.55;24.35;1148.43;  Low  ;THAILAND ;0.27;  Democracy  ;Closed Anocracy;4.0; 5.48 ;155140748;CHINA;0;0.99;IOC/ENOC;
Yemen, Rep.;2002;E. Arabes;3;Medium;28.94;24.93;1160.24;  Low  ;THAILAND ;0.27;  Democracy  ;Closed Anocracy;4.0; 6.90 ;114301962;CHINA;0;0.99;IOC/ENOC;2.4
Yemen, Rep.;2003;E. Arabes;3;Medium;30.84;28.90;1170.14;  Low  ;CHINA;0.46;  Autocracy  ;Closed Anocracy;4.0; 6.85 ;-89106972;CHINA;0;0.99;IOC/ENOC;2.6
Yemen, Rep.;2004;E. Arabes;4;High;33.02;37.73;1182.90;  Low  ;THAILAND ;0.35;  Democracy  ;Closed Anocracy;4.0; 5.30 ;143578199;CHINA;2;0.99;IOC/ENOC;2.4
Yemen, Rep.;2005;E. Arabes;4;High;40.67;53.39;1214.70;  Low  ;CHINA;0.42;  Autocracy  ;Closed Anocracy;4.0; 4.87 ;-302056737;CHINA;2;0.99;IOC/ENOC;2.7
Yemen, Rep.;2006;E. Arabes;3;Medium;39.08;64.29;1219.01;  Low  ;CHINA;0.28;  Autocracy  ;Closed Anocracy;4.0; 4.31 ;1120970000;CHINA;2;0.99;IOC/ENOC;2.6
Yemen, Rep.;2007;E. Arabes;4;High;32.42;71.12;1225.47;  Low  ;CHINA;0.26;  Autocracy  ;Closed Anocracy;3.0; 4.85 ;917300000;CHINA;2;0.99;IOC/ENOC;2.5
Yemen, Rep.;2008;E. Arabes;4;High;31.54;96.99;1235.81;  Low  ;CHINA;0.34;  Autocracy  ;Closed Anocracy;3.0; 4.45 ;1554630000;CHINA;1;0.99;IOC/ENOC;2.3
Yemen, Rep.;2009;E. Arabes;4;High;19.08;61.76;1249.03;  Low  ;CHINA;0.31;  Autocracy  ;Closed Anocracy;3.0; 5.65 ;129200000;CHINA;1;0.99;IOC/ENOC;2.1
Yemen, Rep.;2010;E. Arabes;4;High;20.52;79.04;1309.23;  Low  ;INDIA;0.42;  Democracy  ;Closed Anocracy;3.0; 4.69 ;188641796;CHINA;1;0.99;IOC/ENOC;2.2
Yemen, Rep.;2011;E. Arabes;4;High;20.96;104.01;1112.35;  Low  ;CHINA;0.42;  Autocracy  ;Closed Anocracy;3.0; 4.93 ;-517842928;CHINA;1;0.99;IOC/ENOC;2.1
Yemen, Rep.;2012;E. Arabes;4;High;15.22;105.01;1108.90;  Low  ;CHINA;0.55;  Autocracy  ;Open Anocracy;3.0; 4.57 ;-14239188;CHINA;1;0.99;IOC/ENOC;2.3
Yemen, Rep.;2013;E. Arabes;4;High;14.31;104.08;1132.10;  Low  ;CHINA;0.40;  Autocracy  ;Open Anocracy;3.0; 4.08 ;-133570896;CHINA;1;0.99;IOC/ENOC;1.8
Yemen, Rep.;2014;E. Arabes;5;High;9.84;96.24;1101.12;  Low  ;CHINA;0.55;  Autocracy  ;;3.0; 3.97 ;-233104669;CHINA;1;0.99;IOC/ENOC;1.9
